,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1177,Hyundai i10 Era,Jaipur,2013,46230,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.1
2103,Mahindra KUV 100 mFALCON D75 K4,Mumbai,2016,34079,Diesel,Manual,First,25.32,1198.0,77.0,6.0,3.7
702,Hyundai Grand i10 Asta,Coimbatore,2017,74515,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.64
3328,Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Diesel,Automatic,Second,8.7,2987.0,224.34,5.0,10.75
1568,Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,41.5
4192,Hyundai i10 Magna 1.1,Delhi,2013,53213,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.74
877,Honda City i DTEC VX,Kochi,2015,80606,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.96
148,Audi RS5 Coupe,Mumbai,2013,23000,Petrol,Automatic,First,11.05,2894.0,444.0,4.0,37.0
84,Maruti Ritz VDi,Jaipur,2013,99638,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.11
3938,Maruti Wagon R VXI,Mumbai,2010,19119,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.7
6000,Hyundai i20 Sportz 1.2,Bangalore,2014,68010,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,5.25
1147,Maruti Vitara Brezza ZDi,Coimbatore,2018,64456,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.46
778,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Bangalore,2015,76927,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,22.75
5443,Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,75378,Diesel,Manual,First,18.7,1896.0,66.0,5.0,3.59
1963,Mercedes-Benz GLA Class 200 d Sport,Pune,2017,35000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,23.5
4964,BMW 3 Series 320d Prestige,Pune,2013,71000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,15.0
4258,Hyundai i10 Magna 1.2,Kolkata,2011,38002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.15
3684,Honda City i VTEC VX Option,Mumbai,2015,42366,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.75
4158,Hyundai Creta 1.6 VTVT S,Hyderabad,2015,48200,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.0
105,Maruti Omni 5 Str STD,Coimbatore,2010,93850,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.41
5757,Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,31000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.95
3720,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122,Diesel,Manual,First,12.99,2494.0,100.0,7.0,8.2
601,Toyota Corolla Altis VL AT,Bangalore,2018,1331,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,20.0
4322,Toyota Fortuner 4x2 AT TRD Sportivo,Delhi,2015,36000,Diesel,Automatic,Second,12.55,2982.0,168.7,7.0,21.5
4204,BMW 7 Series 730Ld Sedan,Chennai,2010,58000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,31.0
3010,Maruti Swift Dzire LDi,Jaipur,2008,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.3
1204,Land Rover Freelander 2 HSE,Hyderabad,2012,96000,Diesel,Automatic,First,12.35,2179.0,187.74,5.0,18.98
1581,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Mumbai,2012,78000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6.5
1309,Volkswagen Beetle 2.0,Mumbai,2009,27078,Petrol,Automatic,First,10.98,1984.0,114.4,4.0,15.95
4922,Audi A4 New 2.0 TDI Multitronic,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,9.75
3936,Volkswagen Vento Diesel Highline,Pune,2013,95500,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0
982,Ford EcoSport 1.5 TDCi Titanium,Bangalore,2015,47037,Diesel,Manual,Second,22.77,1498.0,98.59,5.0,7.0
3312,Mahindra XUV500 W6 2WD,Mumbai,2015,82000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8.75
5235,Chevrolet Sail 1.2 LS,Mumbai,2015,41000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,3.25
5250,Hyundai Verna XXi ABS (Petrol),Bangalore,2008,38000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,2.6
876,Honda City i DTEC VX,Jaipur,2014,71649,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.75
1001,Renault KWID RXT Optional,Hyderabad,2018,1900,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.45
3612,Honda City 1.5 S MT,Coimbatore,2012,88381,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.25
2050,Mahindra Scorpio S4 7 Seater,Mumbai,2014,83128,Diesel,Manual,First,15.4,2179.0,120.0,7.0,7.45
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.2
3750,Maruti Alto LXi,Hyderabad,2009,65090,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.15
5718,Ford Figo Diesel Titanium,Hyderabad,2012,73500,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.6
4989,Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,18.9
3984,Renault KWID AMT RXL,Ahmedabad,2017,12000,Petrol,Automatic,Second,24.04,999.0,67.0,5.0,3.25
4567,Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2010,52000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,9.0
1343,Honda CR-V 2.4L 4WD AT,Pune,2015,63050,Petrol,Automatic,First,11.1,2354.0,158.8,5.0,17.5
5988,Renault Duster 85PS Diesel RxL Option,Mumbai,2013,102486,Diesel,Manual,First,19.87,1461.0,83.8,5.0,4.25
2977,Maruti Dzire VXI,Hyderabad,2013,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.49
720,Chevrolet Beat Diesel LT,Bangalore,2012,40700,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.65
5700,Hyundai i10 Magna 1.1,Kochi,2015,31965,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.55
4131,Toyota Fortuner 2.8 2WD MT,Coimbatore,2019,56251,Diesel,Manual,First,14.24,2755.0,174.5,7.0,35.82
2328,BMW X5 xDrive 30d M Sport,Chennai,2017,6500000,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,65.0
1739,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,5.7
1531,Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,Diesel,Automatic,First,21.72,1498.0,108.4,5.0,10.5
5819,Renault KWID RXT Optional,Kochi,2017,21954,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.7
5867,Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,35000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,25.75
4408,Maruti Wagon R LXI,Mumbai,2010,12000,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.45
463,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5
1022,Honda City 1.5 V MT,Pune,2009,138000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.5
992,Maruti Swift VXI BSIV,Mumbai,2016,9107,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.15
4035,Maruti A-Star Lxi,Delhi,2010,70000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0
3366,Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.15
2150,Mahindra XUV500 W10 AWD,Coimbatore,2016,67472,Diesel,Manual,First,16.0,2179.0,140.0,7.0,14.5
2442,Hyundai EON Era Plus,Jaipur,2016,70000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.0
5014,Maruti Swift Dzire VDi,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.5
4349,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,27000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,23.0
935,Renault Duster 85PS Diesel RxL,Jaipur,2015,91000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.75
4941,Chevrolet Beat Diesel LT,Hyderabad,2012,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.7
5784,Tata Indica Vista Quadrajet VX,Hyderabad,2013,99500,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,3.05
157,Datsun GO NXT,Kolkata,2016,6000,Petrol,Manual,First,20.63,1198.0,67.06,5.0,2.5
921,Volkswagen Vento TSI,Chennai,2014,28000,Petrol,Automatic,First,16.93,1197.0,103.6,5.0,7.75
2127,Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.8
5151,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2012,107023,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.9
2146,Volkswagen Vento Diesel Highline,Bangalore,2011,80000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.75
5205,Nissan Terrano XL Plus 85 PS,Kolkata,2014,40000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,5.75
4076,Hyundai i20 1.2 Sportz Option,Kochi,2016,69681,Petrol,Manual,First,17.0,1197.0,80.0,5.0,6.13
4433,Volkswagen Polo Petrol Trendline 1.2L,Bangalore,2011,66000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,3.6
1645,Maruti Ritz VDi,Hyderabad,2010,79894,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.4
1582,Skoda Yeti Elegance,Chennai,2011,79000,Diesel,Manual,First,17.67,1968.0,138.08,5.0,7.5
3579,Maruti Swift LXi BSIV,Hyderabad,2010,71000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,3.3
3242,Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,65.0
4218,Honda City V MT AVN,Pune,2012,89000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,3.5
3552,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.95
4439,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,72495,Diesel,Manual,First,21.9,1396.0,88.76,5.0,7.0
4839,Nissan Micra XV Primo,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.13
2852,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,2014,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,16.25
2833,BMW X3 xDrive20d xLine,Kochi,2017,36935,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.64
3907,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,16.45
5598,Skoda Laura Ambiente,Ahmedabad,2009,60002,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,4.85
5963,Mercedes-Benz New C-Class C 200 AVANTGARDE,Mumbai,2013,25000,Petrol,Automatic,First,14.74,1991.0,181.04,5.0,14.85
3826,Hyundai i20 Magna,Kolkata,2010,38000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.23
2952,Tata Indigo eCS LS (TDI) BS-III,Pune,2015,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,2.7
635,Tata Safari Storme VX Varicor 400,Jaipur,2017,37000,Diesel,Manual,First,14.1,2179.0,154.0,7.0,11.25
5442,Nissan Sunny XL CVT,Hyderabad,2014,32000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,7.99
4814,Land Rover Freelander 2 SE,Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,15.75
2332,Mahindra Ssangyong Rexton RX7,Hyderabad,2013,61202,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,14.5
319,Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1.25
2035,Hyundai Grand i10 CRDi Magna,Hyderabad,2015,35000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.88
4301,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.85
2947,Nissan Micra Diesel XV Premium,Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.7
3163,Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198.0,158.0,7.0,27.36
5901,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,59000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5
1871,Chevrolet Optra Magnum 2.0 LT BS3,Mumbai,2010,78563,Diesel,Manual,First,16.52,1991.0,123.7,5.0,2.35
990,Honda Jazz 1.5 VX i DTEC,Kolkata,2016,27210,Diesel,Manual,First,27.3,1498.0,98.6,5.0,5.85
4447,Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.66
1529,Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,Diesel,Manual,First,20.65,1248.0,88.7,5.0,6.69
1054,Tata Indigo GLE,Hyderabad,2017,23228,Petrol,Manual,First,14.4,1396.0,65.0,5.0,4.5
1034,BMW 3 Series 320d,Hyderabad,2010,105000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,11.0
5124,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,2009,85000,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,3.5
962,Mercedes-Benz C-Class Progressive C 220d,Mumbai,2018,8682,Diesel,Automatic,First,0.0,1950.0,194.0,5.0,39.5
5937,Mahindra Scorpio VLX 2WD Airbag BSIII,Bangalore,2011,73000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.4
1048,Ford EcoSport 1.5 TDCi Titanium,Kolkata,2013,44000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,4.9
2259,Hyundai Santa Fe 4WD AT,Bangalore,2015,59000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,21.0
55,Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2015,39000,Petrol,Manual,First,15.04,1598.0,103.2,5.0,3.99
1369,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,96578,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.5
1342,Maruti Swift Dzire VDI Optional,Pune,2016,23000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.05
5789,Renault KWID RXL,Kochi,2019,7858,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.8
3580,Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,2010,29000,Diesel,Automatic,First,9.9,3498.0,271.72,4.0,32.0
4893,BMW Z4 2009-2013 Roadster 2.5i,Kochi,2018,9952,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,58.54
3877,Maruti Swift Ldi BSIII,Hyderabad,2008,76206,Diesel,Manual,First,17.8,1248.0,75.0,5.0,4.25
4485,Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,3.4
4324,Honda Jazz 1.5 V i DTEC,Ahmedabad,2016,35000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,5.5
110,Toyota Innova Crysta 2.8 ZX AT,Mumbai,2017,30000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.25
3506,Maruti Wagon R VXI BS IV,Kolkata,2012,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.35
4443,Chevrolet Spark 1.0 LS,Kolkata,2007,42100,Petrol,Manual,First,18.0,995.0,62.0,5.0,0.99
2195,Maruti Wagon R VXI,Kolkata,2016,16956,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.6
3063,Maruti Ciaz VDi Plus,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.9
5306,Maruti Wagon R LX BSIII,Mumbai,2007,50000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.1
1785,Honda Amaze VX i-DTEC,Hyderabad,2014,97236,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.4
1519,Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9.15
4463,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.99
731,Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,14000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,4.9
1360,Nissan Sunny 2011-2014 XV,Pune,2013,8000,Petrol,Manual,First,16.95,1498.0,97.7,5.0,3.75
1757,Datsun GO T Option,Hyderabad,2016,19000,Petrol,Manual,First,20.63,1198.0,67.0,5.0,2.99
5145,Hyundai Getz 1.3 GLS,Pune,2007,143000,Petrol,Manual,Second,14.2,1341.0,82.9,5.0,1.1
2847,Hyundai Getz GLS,Pune,2005,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,0.45
4764,Hyundai EON D Lite Plus,Coimbatore,2016,64624,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.71
3912,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2010,68782,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,12.5
1234,Hyundai i10 Sportz,Pune,2009,62500,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.1
3487,Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.72
4112,Honda CR-V 2.4 MT,Pune,2008,92000,Petrol,Manual,Second,10.8,2354.0,152.0,5.0,3.7
2162,Ford Fiesta 1.4 SXi TDCi ABS,Pune,2008,117080,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,2.25
1395,Maruti Ritz VDi,Pune,2010,71000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.0
3191,Mercedes-Benz A Class A180 CDI,Pune,2015,48300,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,17.5
3035,Maruti Swift Lxi BSIII,Mumbai,2009,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1.95
1523,Volkswagen Vento Petrol Trendline,Bangalore,2012,52000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,5.45
1225,Maruti 800 DX BSII,Jaipur,2009,32000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.9
1261,Hyundai i20 Asta 1.4 CRDi,Kochi,2015,46950,Diesel,Manual,First,21.27,1396.0,88.76,5.0,6.45
2451,Maruti Swift Dzire Tour LDI,Jaipur,2016,80000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.5
387,Honda City 1.5 S MT,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75
260,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.75
3371,Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.75
1159,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.77
2510,BMW 3 Series 320d Luxury Line,Mumbai,2014,18600,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,21.0
2051,Maruti Alto LXi,Chennai,2011,75000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.1
3991,Nissan Micra Diesel XV Primo,Pune,2011,72000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.3
58,Nissan X-Trail SLX AT,Hyderabad,2010,121812,Diesel,Automatic,First,13.29,1995.0,147.6,5.0,7.75
2216,Skoda Superb 2.5 TDi AT,Delhi,2012,83000,Diesel,Automatic,First,11.9,2496.0,163.2,5.0,6.75
3135,Hyundai Verna 1.6 VTVT,Chennai,2013,34620,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.35
3760,BMW X1 sDrive20d,Pune,2012,66000,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,11.5
5885,Mercedes-Benz R-Class R350 4Matic Long,Pune,2010,93000,Petrol,Automatic,Second,11.8,3498.0,272.0,7.0,15.0
894,Mahindra Scorpio LX 2.6 Turbo,Hyderabad,2008,131000,Diesel,Manual,First,10.5,2609.0,120.0,7.0,3.6
2425,Ford Figo Diesel EXI Option,Chennai,2012,72500,Diesel,Manual,First,18.5,1399.0,68.0,5.0,3.12
348,BMW 3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,25.99
4918,Ford Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,5.2
1777,Honda City V MT,Mumbai,2014,56000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,5.75
1574,Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,Diesel,Automatic,First,17.06,1968.0,141.0,5.0,24.9
498,Maruti SX4 ZXI MT BSIV,Kochi,2013,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,4.15
3978,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,27467,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.05
2099,Honda Mobilio S i VTEC,Mumbai,2014,43081,Petrol,Manual,First,17.3,1497.0,117.3,7.0,5.25
2903,Hyundai EON Era Plus,Pune,2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6
2092,Ford Figo Diesel ZXI,Hyderabad,2013,71336,Diesel,Manual,First,20.0,1399.0,68.0,5.0,4.1
2245,Maruti Wagon R VXI 1.2,Mumbai,2015,55000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,3.1
816,Skoda Laura 1.9 TDI AT Ambiente,Bangalore,2009,74000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,7.75
5244,Hyundai i20 1.2 Asta,Chennai,2014,41681,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.55
2463,Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,2012,62000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,7.75
5967,Maruti Ertiga VXI,Bangalore,2014,42000,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,5.94
5010,Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Mumbai,2016,16650,Petrol,Manual,First,17.0,1198.0,74.0,5.0,5.5
2539,Honda City i DTEC VX Option,Pune,2014,71000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,7.45
5512,Porsche Cayenne 2009-2014 Diesel,Kochi,2015,47877,Diesel,Automatic,First,15.15,2967.0,240.0,5.0,48.22
527,Fiat Linea T Jet,Coimbatore,2013,60283,Petrol,Manual,First,14.6,1368.0,112.0,5.0,2.98
2657,Hyundai i10 Era,Ahmedabad,2012,60000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.65
1106,BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500,Diesel,Automatic,Second,17.09,1995.0,218.0,5.0,27.5
2268,Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,2013,25984,Petrol,Manual,First,15.8,1499.0,110.0,5.0,5.35
4340,Honda City i VTEC VX,Kolkata,2014,39000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.25
1072,Maruti Ertiga VDI,Pune,2016,130000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.0
2702,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.34
2614,Maruti Swift Dzire VDI,Hyderabad,2013,84175,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6.95
2227,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,56409,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.63
1866,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2016,44782,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,7.12
5796,Volkswagen Polo 1.2 MPI Trendline,Delhi,2016,27000,Petrol,Manual,First,18.78,999.0,74.0,5.0,4.5
1714,Ford Figo Diesel EXI,Ahmedabad,2012,55005,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.75
4104,Skoda Superb Style 1.8 TSI AT,Coimbatore,2016,54253,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,16.81
1933,Volkswagen Vento Diesel Highline,Kolkata,2011,35000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.15
2236,Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,2014,58000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,18.5
1415,Maruti Swift Dzire VDI,Delhi,2015,76128,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.5
44,Hyundai Elantra 2.0 SX Option AT,Bangalore,2014,46374,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,8.85
5921,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2016,21000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,36.0
1200,Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,12.75
3262,Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25
5207,Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4.41
1494,Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,Diesel,Manual,First,21.66,1498.0,108.62,5.0,5.8
989,Volvo XC60 D5,Pune,2011,106976,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,13.8
2718,Volkswagen Vento 1.5 TDI Highline,Mumbai,2013,49105,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.4
1548,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Coimbatore,2016,38730,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,29.98
4545,Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2016,47293,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,38.72
54,Hyundai Grand i10 Sportz,Chennai,2015,54000,Petrol,Manual,Third,18.9,1197.0,82.0,5.0,3.6
3722,Maruti SX4 Green Vxi (CNG),Kochi,2015,61000,CNG,Manual,First,22.1,1586.0,85.7,5.0,3.89
15,Mitsubishi Pajero Sport 4X4,Delhi,2014,110000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,15.0
5753,Nissan Terrano XL Plus 85 PS,Jaipur,2014,60000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.0
2115,Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,First,17.3,993.0,60.0,5.0,1.0
3136,Hyundai i10 Era 1.1,Bangalore,2010,56000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.85
5918,Renault Duster 85PS Diesel RxE,Pune,2014,30000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,8.0
